,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
176,TOGETHER,99.9%,KAYTRANADA,2016-05-06,197240,57,0.825,0.0247,0.825,0.694,0.0125,0.357,-7.604,0.179,112.018,4
177,DRIVE ME CRAZY,99.9%,KAYTRANADA,2016-05-06,277786,52,0.478,0.00676,0.478,0.667,0.000118,0.157,-7.653,0.383,147.874,4
178,WEIGHT OFF,99.9%,KAYTRANADA,2016-05-06,155960,56,0.65,0.521,0.65,0.495,0.724,0.123,-6.385,0.0455,80.032,4
179,ONE TOO MANY,99.9%,KAYTRANADA,2016-05-06,218240,50,0.811,0.036,0.811,0.665,5.36e-06,0.185,-7.009,0.221,109.925,4
180,DESPITE THE WEATHER,99.9%,KAYTRANADA,2016-05-06,121946,46,0.775,0.0396,0.775,0.527,0.246,0.395,-8.761,0.183,108.361,4
181,GLOWED UP,99.9%,KAYTRANADA,2016-05-06,298026,62,0.678,0.036,0.678,0.62,0.00557,0.138,-10.024,0.321,135.553,4
182,BREAKDANCE LESSON N.1,99.9%,KAYTRANADA,2016-05-06,268080,45,0.77,0.00671,0.77,0.786,0.901,0.705,-7.324,0.0648,119.966,4
183,YOU'RE THE ONE,99.9%,KAYTRANADA,2016-05-06,227706,70,0.824,0.0323,0.824,0.396,0.00286,0.108,-9.663,0.332,118.048,4
184,VIVID DREAMS,99.9%,KAYTRANADA,2016-05-06,276760,58,0.708,0.206,0.708,0.572,0.301,0.151,-13.1,0.106,117.958,4
185,LITE SPOTS,99.9%,KAYTRANADA,2016-05-06,230920,56,0.884,0.0346,0.884,0.549,0.0698,0.112,-11.683,0.471,120.461,4
186,LEAVE ME ALONE,99.9%,KAYTRANADA,2016-05-06,277960,52,0.792,0.12,0.792,0.48,0.00147,0.518,-10.626,0.433,119.977,4
187,BULLETS,99.9%,KAYTRANADA,2016-05-06,299000,53,0.863,0.14,0.863,0.75,0.0892,0.102,-9.273,0.0734,125.04,4
188,A Head Full of Dreams,A Head Full of Dreams,Coldplay,2015-12-04,223773,68,0.449,0.0021,0.449,0.92,0.0167,0.334,-4.982,0.0737,122.984,4
189,Birds,A Head Full of Dreams,Coldplay,2015-12-04,229093,64,0.559,0.000315,0.559,0.841,0.437,0.0816,-5.584,0.0332,105.009,4
190,Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015-12-04,258266,84,0.491,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0.0377,90.027,4
191,Everglow,A Head Full of Dreams,Coldplay,2015-12-04,282693,69,0.534,0.456,0.534,0.445,0.0684,0.112,-9.155,0.0292,146.107,4
192,Adventure of a Lifetime,A Head Full of Dreams,Coldplay,2015-12-04,263786,77,0.638,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,111.995,4
193,Fun (feat. Tove Lo),A Head Full of Dreams,Coldplay,2015-12-04,267533,60,0.485,0.271,0.485,0.735,7.49e-06,0.0853,-5.125,0.0354,134.021,4
194,Kaleidoscope,A Head Full of Dreams,Coldplay,2015-12-04,111853,52,0.288,0.964,0.288,0.285,0.897,0.406,-18.193,0.0355,127.122,4
195,Army of One,A Head Full of Dreams,Coldplay,2015-12-04,376826,57,0.387,0.275,0.387,0.659,6.44e-05,0.0861,-6.492,0.0434,146.048,4
196,Amazing Day,A Head Full of Dreams,Coldplay,2015-12-04,271106,59,0.451,0.017,0.451,0.636,0.435,0.141,-5.796,0.0274,97.041,3
197,Colour Spectrum,A Head Full of Dreams,Coldplay,2015-12-04,60106,51,0.348,0.852,0.348,0.166,0.915,0.137,-20.349,0.0376,123.58,4
198,Up&Up,A Head Full of Dreams,Coldplay,2015-12-04,405320,70,0.479,0.0488,0.479,0.717,0.000333,0.102,-5.459,0.0605,163.989,4
199,Burn the Witch,A Moon Shaped Pool,Radiohead,2016-05-08,220609,59,0.54,0.303,0.54,0.847,0.272,0.109,-6.52,0.0297,148.936,4
200,Daydreaming,A Moon Shaped Pool,Radiohead,2016-05-08,384438,62,0.214,0.968,0.214,0.263,0.853,0.126,-13.207,0.0336,137.561,3
201,Decks Dark,A Moon Shaped Pool,Radiohead,2016-05-08,281011,60,0.557,0.666,0.557,0.501,0.837,0.117,-10.827,0.0269,139.149,4
202,Desert Island Disk,A Moon Shaped Pool,Radiohead,2016-05-08,224698,52,0.56,0.868,0.56,0.282,0.529,0.11,-13.241,0.0287,112.009,1
203,Ful Stop,A Moon Shaped Pool,Radiohead,2016-05-08,367348,53,0.425,0.352,0.425,0.662,0.941,0.619,-9.877,0.0502,151.182,3
204,Glass Eyes,A Moon Shaped Pool,Radiohead,2016-05-08,172935,53,0.237,0.955,0.237,0.11,0.557,0.138,-15.721,0.0358,114.436,4
205,Identikit,A Moon Shaped Pool,Radiohead,2016-05-08,266643,53,0.692,0.0632,0.692,0.459,0.512,0.136,-9.461,0.0403,150.695,4
206,The Numbers,A Moon Shaped Pool,Radiohead,2016-05-08,345886,52,0.282,0.651,0.282,0.372,0.409,0.0755,-9.77,0.0315,105.271,3
207,Present Tense,A Moon Shaped Pool,Radiohead,2016-05-08,306581,60,0.462,0.912,0.462,0.407,0.399,0.11,-12.428,0.0345,91.915,4
208,Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,A Moon Shaped Pool,Radiohead,2016-05-08,303688,50,0.355,0.73,0.355,0.436,0.798,0.106,-10.944,0.0302,90.388,4
209,True Love Waits,A Moon Shaped Pool,Radiohead,2016-05-08,283463,60,0.401,0.938,0.401,0.132,0.102,0.1,-15.569,0.0355,136.142,4
210,Any God of Yours,A New Place 2 Drown,Archy Marshall,2015-12-10,98526,34,0.726,0.32,0.726,0.457,0.763,0.0951,-10.921,0.0751,98.043,4
211,Swell,A New Place 2 Drown,Archy Marshall,2015-12-10,128642,38,0.583,0.122,0.583,0.647,0.627,0.563,-6.925,0.121,146.007,4
212,Arise Dear Brother,A New Place 2 Drown,Archy Marshall,2015-12-10,174800,41,0.565,0.449,0.565,0.395,0.00306,0.13,-14.18,0.205,109.959,4
213,Ammi Ammi,A New Place 2 Drown,Archy Marshall,2015-12-10,209839,38,0.609,0.359,0.609,0.573,0.423,0.596,-11.871,0.247,109.8,4
214,Buffed Sky,A New Place 2 Drown,Archy Marshall,2015-12-10,157869,31,0.629,0.0605,0.629,0.44,0.154,0.449,-14.55,0.193,105.093,4
215,Sex With Nobody,A New Place 2 Drown,Archy Marshall,2015-12-10,213253,30,0.685,0.0979,0.685,0.555,0.000211,0.272,-11.077,0.329,91.44,5
216,Eye's Drift,A New Place 2 Drown,Archy Marshall,2015-12-10,142449,32,0.699,0.661,0.699,0.824,0.839,0.268,-6.16,0.47,163.942,4
217,The Sea Liner MK 1,A New Place 2 Drown,Archy Marshall,2015-12-10,216522,28,0.632,0.369,0.632,0.645,0.586,0.111,-11.609,0.127,133.889,4
218,Empty Vessels,A New Place 2 Drown,Archy Marshall,2015-12-10,209127,29,0.431,0.0496,0.431,0.449,0.0213,0.361,-11.833,0.22,105.992,4
219,New Builds,A New Place 2 Drown,Archy Marshall,2015-12-10,93966,27,0.722,0.698,0.722,0.399,0.0307,0.115,-14.862,0.0814,102.14,4
220,Dull Boys,A New Place 2 Drown,Archy Marshall,2015-12-10,205625,30,0.531,0.3,0.531,0.501,0.49,0.684,-8.893,0.0677,114.696,4
221,Thames Water,A New Place 2 Drown,Archy Marshall,2015-12-10,421728,39,0.508,0.512,0.508,0.539,0.232,0.344,-10.081,0.197,108.043,4
222,Welcome to Earth (Pollywog),A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,293400,45,0.453,0.146,0.453,0.57,0.00292,0.0962,-7.08,0.0489,122.67,4
223,Breakers Roar,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,212586,50,0.369,0.669,0.369,0.31,0.514,0.245,-13.384,0.0309,84.41,4
224,Keep It Between the Lines,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,241146,51,0.595,0.316,0.595,0.756,0.00196,0.349,-5.302,0.0481,87.584,4
225,Sea Stories,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,196880,45,0.51,0.0129,0.51,0.825,4.09e-06,0.636,-4.566,0.035,79.264,4
226,In Bloom,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,240640,56,0.454,0.0682,0.454,0.366,0.247,0.123,-8.98,0.0304,78.465,4
227,Brace for Impact (Live a Little),A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,349266,52,0.616,0.00969,0.616,0.706,0.313,0.111,-6.846,0.0233,89.998,4
228,All Around You,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,215693,48,0.312,0.123,0.312,0.562,0.173,0.136,-6.495,0.0298,185.725,3
229,Oh Sarah,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,255053,44,0.473,0.814,0.473,0.296,0.00472,0.392,-9.834,0.0394,84.646,4
230,Call to Arms,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,329640,47,0.333,0.00198,0.333,0.884,0.00165,0.0886,-5.705,0.0995,151.996,4
231,Rise,A Seat at the Table,Solange,2016-09-30,101813,49,0.507,0.651,0.507,0.418,7.36e-06,0.126,-8.659,0.167,84.902,4
232,Weary,A Seat at the Table,Solange,2016-09-30,194253,51,0.507,0.655,0.507,0.466,0.363,0.0929,-11.966,0.0862,157.013,4
233,Interlude: The Glory is in You,A Seat at the Table,Solange,2016-09-30,17773,3,0.538,0.986,0.538,0.259,2.84e-06,0.133,-11.956,0.189,75.297,4
234,Cranes in the Sky,A Seat at the Table,Solange,2016-09-30,250973,67,0.719,0.408,0.719,0.615,0.000147,0.235,-5.972,0.045,96.988,4
235,Interlude: Dad Was Mad,A Seat at the Table,Solange,2016-09-30,46266,43,0.631,0.926,0.631,0.314,7.26e-05,0.106,-10.614,0.102,114.015,4
236,Mad (feat. Lil Wayne),A Seat at the Table,Solange,2016-09-30,235493,57,0.827,0.101,0.827,0.477,4.15e-05,0.0908,-5.025,0.254,119.807,4
237,Don't You Wait,A Seat at the Table,Solange,2016-09-30,245906,46,0.833,0.279,0.833,0.579,0.692,0.0997,-6.568,0.08,102.009,4
238,Interlude: Tina Taught Me,A Seat at the Table,Solange,2016-09-30,74866,42,0.733,0.928,0.733,0.312,0.0772,0.105,-12.34,0.218,46.693,4
239,Don't Touch My Hair (feat. Sampha),A Seat at the Table,Solange,2016-09-30,257546,56,0.823,0.409,0.823,0.411,0.00135,0.649,-7.061,0.0557,90.997,4
240,Interlude: This Moment,A Seat at the Table,Solange,2016-09-30,49453,42,0.318,0.943,0.318,0.658,1.37e-05,0.51,-7.246,0.0685,84.915,5
241,Where Do We Go,A Seat at the Table,Solange,2016-09-30,264373,47,0.85,0.0263,0.85,0.351,0.0037,0.0748,-5.536,0.0517,138.045,4
242,Interlude: For Us By Us,A Seat at the Table,Solange,2016-09-30,52680,41,0.552,0.98,0.552,0.576,0.137,0.257,-8.874,0.183,79.44,4
243,F.U.B.U. (feat. The-Dream & BJ The Chicago Kid),A Seat at the Table,Solange,2016-09-30,313893,48,0.475,0.84,0.475,0.499,0.0,0.111,-6.818,0.185,142.867,4
244,Borderline (An Ode to Self Care) (feat. Q-Tip),A Seat at the Table,Solange,2016-09-30,182733,47,0.69,0.152,0.69,0.577,0.0016,0.121,-9.497,0.0448,92.985,4
245,"Interlude: I Got So Much Magic, You Can Have It (feat. Kelly Rowland & Nia Andrews)",A Seat at the Table,Solange,2016-09-30,26906,4,0.652,0.973,0.652,0.0584,0.0,0.557,-14.439,0.323,115.04,4
246,Junie,A Seat at the Table,Solange,2016-09-30,186026,46,0.826,0.206,0.826,0.724,0.0608,0.144,-4.058,0.0846,100.003,3
247,Interlude: No Limits,A Seat at the Table,Solange,2016-09-30,39706,39,0.483,0.944,0.483,0.376,0.0579,0.121,-13.222,0.322,95.643,4
248,Don't Wish Me Well,A Seat at the Table,Solange,2016-09-30,255626,46,0.742,0.452,0.742,0.417,0.185,0.154,-8.079,0.0407,124.915,4
249,Interlude: Pedestals,A Seat at the Table,Solange,2016-09-30,57666,39,0.721,0.982,0.721,0.318,0.0,0.151,-15.385,0.62,49.549,3
250,Scales (feat. Kelela),A Seat at the Table,Solange,2016-09-30,219306,42,0.459,0.593,0.459,0.366,0.0137,0.11,-10.62,0.0578,97.104,3
251,Closing: The Chosen Ones,A Seat at the Table,Solange,2016-09-30,42226,38,0.402,0.964,0.402,0.502,0.0828,0.0885,-10.21,0.079,66.066,3
252,Flex,A U R O R A,Ben Frost,2014-10-01,170786,0,0.074,0.00147,0.074,0.32,0.115,0.321,-19.588,0.18,178.852,3
253,Nolan,A U R O R A,Ben Frost,2014-10-01,417586,0,0.153,0.000974,0.153,0.748,0.0024,0.134,-7.435,0.169,170.531,3
254,The Teeth Behind Kisses,A U R O R A,Ben Frost,2014-10-01,192813,0,0.0918,0.0275,0.0918,0.0156,0.836,0.0849,-33.574,0.0371,172.584,3
255,Secant,A U R O R A,Ben Frost,2014-10-01,295173,0,0.599,0.000362,0.599,0.589,0.478,0.262,-7.072,0.0538,132.981,1
256,Diphenyl Oxalate,A U R O R A,Ben Frost,2014-10-01,91266,0,0.257,0.00192,0.257,0.719,0.794,0.391,-8.167,0.0895,77.561,4
257,Venter,A U R O R A,Ben Frost,2014-10-01,405146,0,0.347,0.000226,0.347,0.605,0.804,0.106,-10.115,0.0593,142.024,4
258,No Sorrowing,A U R O R A,Ben Frost,2014-10-01,267400,0,0.104,0.00531,0.104,0.0263,0.653,0.0582,-22.622,0.0633,84.043,4
259,Sola Fide,A U R O R A,Ben Frost,2014-10-01,387066,0,0.352,1.53e-05,0.352,0.62,0.842,0.323,-12.239,0.0515,122.986,5
260,A Single Point Of Blinding Light,A U R O R A,Ben Frost,2014-10-01,197773,0,0.188,0.00263,0.188,0.842,0.919,0.0871,-7.991,0.177,123.451,5
261,Dead Man's Gun,A Weird Exits,Thee Oh Sees,2016-08-12,208506,31,0.41,0.000657,0.41,0.861,0.499,0.169,-7.788,0.14,145.116,4
262,Ticklish Warrior,A Weird Exits,Thee Oh Sees,2016-08-12,186746,35,0.237,9.01e-06,0.237,0.61,0.342,0.107,-6.938,0.0721,123.235,4
263,Jammed Entrance,A Weird Exits,Thee Oh Sees,2016-08-12,321853,28,0.46,5.03e-06,0.46,0.649,0.935,0.374,-9.151,0.0396,131.143,4
264,Plastic Plant,A Weird Exits,Thee Oh Sees,2016-08-12,339960,37,0.387,6.28e-05,0.387,0.747,0.407,0.272,-8.978,0.0694,130.186,4
265,Gelatinous Cube,A Weird Exits,Thee Oh Sees,2016-08-12,207746,35,0.364,6.86e-05,0.364,0.915,0.946,0.236,-8.139,0.0716,98.674,4
266,Unwrap the Fiend Pt. 2,A Weird Exits,Thee Oh Sees,2016-08-12,267213,25,0.474,0.000202,0.474,0.787,0.81,0.0998,-9.242,0.0502,101.306,4
267,Crawl out from the Fall Out,A Weird Exits,Thee Oh Sees,2016-08-12,470493,25,0.242,0.0256,0.242,0.443,0.868,0.319,-12.204,0.0367,133.295,3
268,The Axis,A Weird Exits,Thee Oh Sees,2016-08-12,371040,44,0.211,0.000496,0.211,0.55,0.165,0.316,-7.529,0.0393,141.871,4
269,New Dark Ages,A World Lit Only by Fire,Godflesh,2017-09-24,291000,32,0.52,0.00351,0.52,0.598,0.95,0.238,-10.737,0.0317,80.504,4
270,Deadend,A World Lit Only by Fire,Godflesh,2017-09-24,307750,24,0.404,5.47e-06,0.404,0.701,0.861,0.297,-9.519,0.031,72.505,4
271,Shut Me Down,A World Lit Only by Fire,Godflesh,2017-09-24,266000,40,0.388,5.21e-05,0.388,0.825,0.852,0.324,-9.226,0.0353,176.099,4
272,Life Giver Life Taker,A World Lit Only by Fire,Godflesh,2017-09-24,327624,21,0.489,2.05e-06,0.489,0.922,0.916,0.338,-8.115,0.0475,126.021,4
273,Obeyed,A World Lit Only by Fire,Godflesh,2017-09-24,335000,17,0.405,1.82e-06,0.405,0.844,0.923,0.103,-8.816,0.0355,134.994,4
274,Curse Us All,A World Lit Only by Fire,Godflesh,2017-09-24,226624,20,0.577,7.16e-06,0.577,0.895,0.929,0.143,-9.362,0.0468,121.003,4
275,Carrion,A World Lit Only by Fire,Godflesh,2017-09-24,365000,19,0.367,0.000426,0.367,0.601,0.781,0.0725,-8.934,0.0478,106.036,4
276,Imperator,A World Lit Only by Fire,Godflesh,2017-09-24,266750,17,0.572,0.000104,0.572,0.84,0.905,0.106,-9.792,0.0381,124.989,4
277,Towers of Emptiness,A World Lit Only by Fire,Godflesh,2017-09-24,394500,17,0.405,1.96e-05,0.405,0.662,0.784,0.107,-9.539,0.0349,100.016,4
278,Forgive Our Fathers,A World Lit Only by Fire,Godflesh,2017-09-24,460250,14,0.329,1.55e-05,0.329,0.529,0.727,0.158,-8.787,0.0609,80.0,4
279,Church,Aa,Baauer,2016-03-18,105146,0,0.317,0.398,0.317,0.495,0.896,0.437,-11.972,0.0477,63.802,3
280,GoGo!,Aa,Baauer,2016-03-18,194106,5,0.384,0.00422,0.384,0.978,0.905,0.255,-5.97,0.321,149.845,4
281,Body,Aa,Baauer,2016-03-18,211866,1,0.658,0.13,0.658,0.519,0.261,0.0987,-10.987,0.0916,136.018,4
282,Pinku,Aa,Baauer,2016-03-18,125520,2,0.598,0.00122,0.598,0.704,0.00378,0.627,-10.806,0.216,99.983,4
283,Sow,Aa,Baauer,2016-03-18,191266,2,0.749,0.0443,0.749,0.639,0.239,0.151,-8.29,0.389,167.991,4
284,Day Ones,Aa,Baauer,2016-03-18,171186,4,0.598,0.0928,0.598,0.941,0.0,0.264,-7.31,0.548,147.059,4
285,Good & Bad,Aa,Baauer,2016-03-18,69626,0,0.469,0.542,0.469,0.513,0.821,0.807,-12.078,0.0483,89.872,4
286,Way from Me,Aa,Baauer,2016-03-18,197000,0,0.482,0.755,0.482,0.459,0.297,0.11,-11.692,0.389,64.475,4
287,Temple,Aa,Baauer,2016-03-18,185386,15,0.666,0.236,0.666,0.674,0.0147,0.445,-8.962,0.0875,100.019,4
288,Make it Bang,Aa,Baauer,2016-03-18,200093,1,0.782,0.0595,0.782,0.761,0.116,0.148,-8.365,0.18,129.977,4
289,Kung Fu,Aa,Baauer,2016-03-18,192960,0,0.685,0.00647,0.685,0.767,0.0,0.122,-5.418,0.0652,74.966,4
290,Church Reprise,Aa,Baauer,2016-03-18,92453,0,0.259,0.0123,0.259,0.466,0.653,0.118,-11.565,0.036,65.004,4
291,Aa,Aa,Baauer,2016-03-18,75986,1,0.725,0.00652,0.725,0.477,0.242,0.0953,-13.488,0.334,127.951,4
292,In Exodus,Abandon All Life,Nails,2013-03-19,79400,30,0.199,1.1e-06,0.199,0.948,0.871,0.0894,-4.533,0.124,107.199,4
293,Tyrant,Abandon All Life,Nails,2013-03-19,44226,28,0.162,1.21e-06,0.162,0.961,0.913,0.0648,-4.216,0.103,91.506,4
294,Absolute Control,Abandon All Life,Nails,2013-03-19,44773,27,0.357,0.0,0.357,0.992,0.916,0.0716,-4.31,0.111,109.341,5
295,God's Cold Hands,Abandon All Life,Nails,2013-03-19,120853,29,0.231,3.71e-06,0.231,0.929,0.834,0.204,-4.552,0.102,105.337,4
296,Wide Open Wound,Abandon All Life,Nails,2013-03-19,218653,35,0.34,1.5e-06,0.34,0.825,0.791,0.322,-4.087,0.061,114.598,4
297,Abandon All Life,Abandon All Life,Nails,2013-03-19,82960,28,0.232,1.2e-06,0.232,0.982,0.928,0.357,-4.07,0.167,99.684,4
298,No Surrender,Abandon All Life,Nails,2013-03-19,56760,37,0.34,0.0,0.34,0.975,0.932,0.244,-4.386,0.0896,108.205,4
299,Pariah,Abandon All Life,Nails,2013-03-19,63706,26,0.108,0.0,0.108,0.978,0.938,0.286,-3.922,0.131,160.724,3
300,Cry Wolf,Abandon All Life,Nails,2013-03-19,25533,1,0.137,4.21e-06,0.137,0.977,0.247,0.313,-4.323,0.142,175.094,4
301,Suum Cuique,Abandon All Life,Nails,2013-03-19,321986,29,0.177,1.46e-06,0.177,0.857,0.892,0.135,-4.485,0.0763,129.169,4
302,Carrion Flowers,Abyss,Chelsea Wolfe,2015-08-07,290736,40,0.453,0.00695,0.453,0.513,0.579,0.102,-7.302,0.0365,126.66,4
303,Iron Moon,Abyss,Chelsea Wolfe,2015-08-07,346852,33,0.189,0.0568,0.189,0.408,0.681,0.105,-7.052,0.0359,97.839,3
304,Dragged Out,Abyss,Chelsea Wolfe,2015-08-07,260498,27,0.247,0.00475,0.247,0.56,0.753,0.378,-7.415,0.042,119.383,4
305,Maw,Abyss,Chelsea Wolfe,2015-08-07,354328,26,0.202,0.534,0.202,0.38,0.0899,0.112,-7.539,0.0311,97.088,4
306,Grey Days,Abyss,Chelsea Wolfe,2015-08-07,319754,27,0.442,0.191,0.442,0.56,0.854,0.187,-7.645,0.0361,159.984,3
307,After the Fall,Abyss,Chelsea Wolfe,2015-08-07,335903,28,0.459,0.048,0.459,0.746,0.871,0.111,-8.744,0.0954,129.977,4
308,Crazy Love,Abyss,Chelsea Wolfe,2015-08-07,213784,27,0.326,0.0568,0.326,0.45,0.569,0.159,-10.432,0.0311,84.921,3
309,Simple Death,Abyss,Chelsea Wolfe,2015-08-07,322289,31,0.318,0.258,0.318,0.371,0.41,0.104,-12.363,0.0297,96.02,3
310,Survive,Abyss,Chelsea Wolfe,2015-08-07,338781,39,0.276,0.0247,0.276,0.383,0.702,0.111,-9.736,0.0353,146.605,4
311,Color of Blood,Abyss,Chelsea Wolfe,2015-08-07,288618,27,0.206,0.00298,0.206,0.836,0.837,0.098,-7.991,0.0603,175.979,4
312,The Abyss,Abyss,Chelsea Wolfe,2015-08-07,252334,22,0.37,0.525,0.37,0.407,0.911,0.102,-12.933,0.0339,79.962,4
313,Earth Ripper,Abzu,Absu,2011-10-11,227600,16,0.477,0.000713,0.477,0.996,0.717,0.118,-5.62,0.123,107.547,4
314,Circles Of The Oath,Abzu,Absu,2011-10-11,311880,15,0.454,0.000364,0.454,0.996,0.547,0.343,-7.489,0.131,99.974,4
315,Abraxas Connexus,Abzu,Absu,2011-10-11,233000,13,0.394,7.19e-05,0.394,0.995,0.324,0.0547,-4.97,0.0725,90.018,4
316,Skrying In The Spirit Vision,Abzu,Absu,2011-10-11,231613,11,0.166,0.000121,0.166,0.994,0.0315,0.32,-5.142,0.0936,89.953,4
317,"Ontologically, It Became Time & Space",Abzu,Absu,2011-10-11,287600,12,0.373,1.43e-05,0.373,0.977,0.911,0.331,-5.903,0.096,100.011,4
318,Song For EA Medley,Abzu,Absu,2011-10-11,866306,10,0.213,0.00101,0.213,0.992,0.491,0.153,-6.205,0.206,104.968,4
319,Good Ass Intro,Acid Rap,Chance the Rapper,2013-04-30,239250,57,0.605,0.0644,0.605,0.731,2.7e-06,0.331,-8.127,0.291,79.843,4
320,Pusha Man,Acid Rap,Chance the Rapper,2013-04-30,139406,54,0.768,0.469,0.768,0.569,0.0,0.678,-8.791,0.243,124.104,4
321,Paranoia,Acid Rap,Chance the Rapper,2013-04-30,275281,56,0.472,0.317,0.472,0.282,0.000158,0.107,-12.309,0.306,69.985,4
322,Cocoa Butter Kisses,Acid Rap,Chance the Rapper,2013-04-30,307187,73,0.679,0.0518,0.679,0.645,0.0,0.145,-7.777,0.222,125.795,4
323,Juice,Acid Rap,Chance the Rapper,2013-04-30,30300,51,0.759,0.495,0.759,0.111,0.0,0.495,-21.779,0.861,109.238,5
324,Lost,Acid Rap,Chance the Rapper,2013-04-30,184562,57,0.667,0.245,0.667,0.428,0.0,0.144,-8.911,0.264,119.599,4
325,Everybody's Something,Acid Rap,Chance the Rapper,2013-04-30,276937,52,0.551,0.0662,0.551,0.459,0.0,0.373,-9.748,0.374,69.156,4
326,Interlude (That's Love),Acid Rap,Chance the Rapper,2013-04-30,149875,50,0.417,0.437,0.417,0.509,1.83e-06,0.349,-10.017,0.121,171.808,4
327,Favorite Song,Acid Rap,Chance the Rapper,2013-04-30,185062,66,0.725,0.0321,0.725,0.601,0.0,0.0504,-9.03,0.377,155.918,4
328,NaNa,Acid Rap,Chance the Rapper,2013-04-30,200625,52,0.594,0.0389,0.594,0.472,8.49e-06,0.642,-7.74,0.439,82.601,4
329,Smoke Again,Acid Rap,Chance the Rapper,2013-04-30,272562,55,0.721,0.0996,0.721,0.48,0.0,0.39,-9.282,0.219,120.148,4
330,Acid Rain,Acid Rap,Chance the Rapper,2013-04-30,216312,60,0.727,0.218,0.727,0.527,0.000228,0.113,-7.111,0.252,84.471,4
331,Chain Smoker,Acid Rap,Chance the Rapper,2013-04-30,210562,54,0.661,0.0202,0.661,0.557,0.000128,0.169,-8.798,0.198,110.967,4
332,Everything's Good (Good Ass Outro),Acid Rap,Chance the Rapper,2013-04-30,333379,48,0.692,0.0228,0.692,0.661,0.000168,0.101,-9.611,0.381,155.943,4
333,Nepenenoyka,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,108160,3,0.692,0.802,0.692,0.787,0.853,0.0434,-6.681,0.0423,124.453,4
334,Take Me Away,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,175520,7,0.604,0.957,0.604,0.593,0.000141,0.242,-7.863,0.209,107.507,4
335,Cosmic Queries,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,333946,6,0.428,0.965,0.428,0.367,2.17e-06,0.192,-9.245,0.0452,118.808,4
336,Evening's Kiss,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,198333,17,0.674,0.993,0.674,0.132,0.949,0.111,-15.862,0.0822,102.004,4
337,Sambo Joe From The Rainbow,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,262373,4,0.535,0.88,0.535,0.401,0.000123,0.146,-9.697,0.0358,115.73,3
338,Ghost Robot,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,218506,4,0.748,0.984,0.748,0.776,0.131,0.102,-9.237,0.0457,142.812,4
339,Swing On Low,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,204573,3,0.863,0.897,0.863,0.779,4.86e-06,0.135,-3.049,0.0471,107.465,4
340,Monotony,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,237240,13,0.648,0.994,0.648,0.076,0.00594,0.133,-14.836,0.0701,116.119,4
341,Bright Copper 'Noon,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,215893,2,0.541,0.814,0.541,0.447,0.00213,0.149,-6.526,0.0294,81.666,4
342,Away My Silent Lover,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,253800,3,0.75,0.965,0.75,0.0911,0.0117,0.111,-12.6,0.0853,69.45,4
343,Angel Chorus,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,125812,2,0.505,0.329,0.505,0.704,0.703,0.231,-10.961,0.0652,101.592,4
344,Masquerade,Acousmatic Sorcery,Willis Earl Beal,2012-04-02,370969,2,0.454,0.743,0.454,0.666,0.0,0.0916,-7.69,0.282,81.665,4
345,The Answer,Adore Life,Savages,2016-01-22,210066,32,0.349,0.000764,0.349,0.815,0.00279,0.344,-5.659,0.0433,96.064,4
346,Evil,Adore Life,Savages,2016-01-22,216266,29,0.574,0.0131,0.574,0.77,0.000289,0.15,-9.131,0.0349,142.059,4
347,Sad Person,Adore Life,Savages,2016-01-22,228400,26,0.462,0.00452,0.462,0.782,0.0648,0.213,-8.362,0.0644,89.9,4
348,Adore,Adore Life,Savages,2016-01-22,303133,45,0.364,0.355,0.364,0.402,0.505,0.0948,-11.394,0.0454,107.738,3
349,Slowing Down The World,Adore Life,Savages,2016-01-22,240680,21,0.513,0.0303,0.513,0.63,0.703,0.128,-10.792,0.0344,82.97,4
350,I Need Something New,Adore Life,Savages,2016-01-22,278893,23,0.465,0.0404,0.465,0.75,0.00569,0.0916,-9.601,0.163,170.275,4
